time,latitude,longitude,depth,magnitude,magnitude_type,source_agency,event_id
2016-12-07 16:43:01.380000+00:00,5.1146,96.1531,12.73,4.0,mb,us,us200080ru
2016-12-07 17:16:03.330000+00:00,5.1073,96.121,10.0,4.1,mb,us,us200080rw
2016-12-08 07:21:51.940000+00:00,5.189,96.1805,10.0,4.4,mb,us,us10007pnj
2016-12-09 09:49:04.300000+00:00,5.365,96.236,22.56,4.7,mb,us,us20007zfx
2016-12-09 14:08:03.960000+00:00,5.0747,96.1088,10.0,4.3,mb,us,us20007zs4
2016-12-10 16:42:47.750000+00:00,5.2776,96.1987,39.56,4.4,mb,us,us200081l4
2016-12-11 02:50:35.690000+00:00,5.3016,96.2091,17.94,4.9,mb,us,us20007zvy
2016-12-17 00:36:48.180000+00:00,5.3577,96.3302,17.46,4.2,mb,us,us10007nuu
2016-12-18 19:24:43.690000+00:00,5.4107,94.6109,50.68,5.3,mb,us,us200082ej
2016-12-23 04:56:16.820000+00:00,12.3232,91.9315,27.78,4.4,mb,us,us10007sbb
2016-12-27 10:50:19.090000+00:00,12.763,92.9305,35.0,4.3,mb,us,us10007t4j
2016-12-27 21:21:53.720000+00:00,13.341,92.327,28.8,4.4,mb,us,us10007n39
2016-12-29 05:05:33.520000+00:00,7.2815,94.4877,22.86,4.4,mb,us,us10007tnm
2016-12-31 15:01:22.860000+00:00,5.3647,94.6379,67.06,4.9,mb,us,us10007nwc
2017-01-05 20:28:54.050000+00:00,7.2571,94.8709,202.12,4.4,mb,us,us10007rhn
2017-01-12 19:19:57.690000+00:00,5.7547,94.7976,88.13,4.9,mb,us,us10007sxc
2017-01-17 11:48:46.330000+00:00,5.418,94.5582,35.0,5.1,mwb,us,us10007tps
2017-01-18 15:42:40.480000+00:00,12.2,94.9698,27.49,4.9,mb,us,us10007tz3
2017-01-30 22:25:32.570000+00:00,5.0988,94.2142,38.86,4.5,mb,us,us10007wb8
2017-02-15 19:47:07.380000+00:00,5.2964,96.066,13.0,5.4,mww,us,us20008k1z
2017-02-15 19:53:27.780000+00:00,5.2456,96.1497,10.0,5.0,mb,us,us20008k22
2017-02-25 08:01:34.960000+00:00,5.2775,96.4632,27.79,4.3,mb,us,us100086tj
2017-02-28 10:42:06.570000+00:00,10.1937,92.501,32.34,4.2,mb,us,us100087qh
2017-03-01 03:16:52.370000+00:00,12.2124,93.2046,67.58,4.5,mb,us,us100085w3
2017-03-01 16:21:04.660000+00:00,11.6696,92.2347,29.78,4.1,mb,us,us10008848
2017-03-05 15:24:43.750000+00:00,5.4204,94.7508,60.56,4.4,mb,us,us10008785
2017-03-10 12:39:35.300000+00:00,8.3783,91.8219,32.13,4.3,mb,us,us20008srl
2017-03-14 02:51:16.770000+00:00,6.1457,92.3044,10.0,6.0,mww,us,us100088sf
2017-03-17 14:01:43.070000+00:00,11.1741,92.8778,46.01,4.8,mb,us,us20008spa
2017-03-18 15:58:21.640000+00:00,12.91,95.8132,23.33,4.4,mb,us,us20008t0j
2017-03-19 08:57:06.970000+00:00,9.9624,93.5567,35.85,4.6,mb,us,us20008t5c
2017-04-05 16:44:36.740000+00:00,14.4592,93.0491,31.8,5.3,mb,us,us10008ep4
2017-05-01 06:50:59.270000+00:00,13.6394,92.851,27.84,4.4,mb,us,us10008ptb
2017-05-01 18:59:31.990000+00:00,11.7813,94.8399,28.01,4.7,mb,us,us10008mp9
2017-05-05 17:58:35.880000+00:00,13.7401,92.548,19.13,5.0,mb,us,us10008puy
2017-05-16 14:04:40.080000+00:00,11.4865,95.052,20.79,4.6,mb,us,us10008sqi
2017-05-17 17:45:54.770000+00:00,12.7126,93.5971,100.98,4.6,mb,us,us10008t21
2017-05-21 17:38:11.660000+00:00,11.5138,95.0885,20.77,4.6,mb,us,us10008u1l
2017-05-30 22:24:43.880000+00:00,10.3004,93.2343,82.18,4.4,mb,us,us10008wqa
2017-06-12 00:09:05.310000+00:00,6.4255,92.6617,31.58,4.5,mb,us,us20009n1e
2017-06-24 14:26:44.820000+00:00,10.0742,93.5741,35.0,4.4,mb,us,us100095hy
2017-06-25 15:44:16.860000+00:00,6.2687,94.2975,83.56,4.5,mb,us,us20009pmk
2017-07-10 10:44:46.240000+00:00,10.4269,93.8907,42.73,4.5,mb,us,us20009xxd
2017-07-12 22:33:37.170000+00:00,9.8244,93.9746,10.0,4.3,mb,us,us20009xhw
2017-07-13 22:18:37.040000+00:00,14.384,93.7029,37.99,4.2,mb,us,us20009w5v
2017-07-23 11:38:43.220000+00:00,5.3001,94.3571,55.21,4.8,mb,us,us2000a00x
2017-08-06 03:48:35.660000+00:00,6.3104,95.1161,36.71,4.8,mb,us,us2000a5aw
2017-08-11 03:34:53.600000+00:00,13.639,92.8043,25.23,4.5,mb,us,us2000a76w
2017-08-24 23:34:08.230000+00:00,5.1393,94.7024,56.83,4.3,mb,us,us2000acva
2017-09-03 06:52:17.790000+00:00,9.2814,93.1142,60.53,4.9,mb,us,us2000aewh
2017-09-05 18:06:36.970000+00:00,7.8519,93.2674,51.55,4.9,mb,us,us2000arp4
2017-09-06 00:10:55.750000+00:00,10.2437,93.1611,83.98,5.0,mww,us,us2000agg9
2017-09-11 16:44:54.180000+00:00,11.1912,93.763,135.46,4.4,mb,us,us2000ak6r
2017-09-15 22:37:56.230000+00:00,12.8855,91.8312,28.17,4.5,mb,us,us2000anza
2017-09-17 10:27:11.790000+00:00,12.7773,92.0628,33.35,4.5,mb,us,us2000at5e
2017-09-17 14:48:11.340000+00:00,12.8183,92.0967,26.18,5.0,mb,us,us2000at5x
2017-09-25 20:27:11.320000+00:00,13.0038,92.9286,32.08,4.2,mb,us,us2000b0he
2017-10-01 12:49:04.640000+00:00,12.7773,91.8903,28.55,4.6,mb,us,us2000axhf
2017-10-01 14:35:36.080000+00:00,12.8898,92.3055,29.1,4.5,mb,us,us2000axi8
2017-10-02 23:31:42.640000+00:00,12.8626,91.8995,27.25,4.7,mb,us,us2000az70
2017-10-06 14:00:31.480000+00:00,11.9798,95.0763,10.08,5.0,mww,us,us2000b1zv
2017-10-06 20:59:02.460000+00:00,11.0125,94.7724,38.49,4.1,mb,us,us1000arju
2017-10-09 19:32:39.030000+00:00,12.9368,92.4082,32.5,4.5,mb,us,us1000ataj
2017-10-10 14:42:26.530000+00:00,13.032,93.3537,52.75,4.6,mb,us,us1000atp9
2017-10-14 11:45:51.540000+00:00,6.174,91.3087,25.96,4.4,mb,us,us1000aumx
