time,latitude,longitude,depth,magnitude,magnitude_type,source_agency,event_id
1423880936228,37.1418,-117.2618,17,4.8,ml,USGS,nn00482627
1423880196952,37.14,-117.27,14.7,3.2,ml,USGS,nn00482652
1423757648930,32.2045,-115.2288333,20.634,3.09,ml,USGS,ci37315720
1423469754280,37.2728333,-118.4146667,5.046,3.28,ml,USGS,nc72393696
1423362418704,41.8709,-119.6457,7.5,3.1,ml,USGS,nn00481469
1423317958270,33.2986667,-116.2815,13.162,3.28,ml,USGS,ci37313832
1423050653470,32.3966667,-115.2583333,7.221,3.4,ml,USGS,ci37312792
1422719075144,41.8925,-119.6272,8.7,3.4,ml,USGS,nn00480245
1422719031401,41.8987,-119.621,8.2,3.3,ml,USGS,nn00480237
1422711768528,41.8902,-119.6375,9.4,3.2,ml,USGS,nn00480230
1422655361730,38.4365,-119.2723333,9.38,3.06,md,USGS,nc72389301
1422638786786,41.8802,-119.6171,9.3,3.2,ml,USGS,nn00480030
1422558835180,40.3113333,-124.5891667,17.699,4.25,mw,USGS,nc72388626
1422553173607,41.8948,-119.6309,9.4,3.6,ml,USGS,nn00479814
1422529399351,41.8797,-119.6241,9.4,4.2,ml,USGS,nn00479760
1422507876334,38.9599,-116.0815,0,3.3,ml,USGS,nn00479734
1422479474220,40.2846667,-124.3736667,21.56,3.1,ml,USGS,nc71089479
1422479333710,40.3178333,-124.6066667,16.881,5.72,mw,USGS,nc72387946
1422444962900,32.8051667,-115.4551667,10.13,3.19,ml,USGS,ci37309768
1422383813052,41.8509,-119.6375,7.5,3,ml,USGS,nn00479433
1422346599120,34.7505,-118.4466667,8.444,3.45,ml,USGS,ci37309384
1422209417830,32.9708333,-116.4248333,7.877,3.2,ml,USGS,ci37308936
1422156878120,40.3286667,-124.6366667,17.721,3.16,ml,USGS,nc72385806
1421923180404,41.8653,-119.6432,8.2,3,ml,USGS,nn00478576
1421921923522,41.8843,-119.6208,8.5,3.1,ml,USGS,nn00478573
1421920145969,41.8722,-119.66,8.2,3.4,ml,USGS,nn00478570
1421917756708,41.8833,-119.6332,11.7,4.5,ml,USGS,nn00478560
1421900628235,41.8719,-119.6342,7.7,3,ml,USGS,nn00478535
1421892314238,41.8996,-119.6444,11.5,3.9,ml,USGS,nn00478518
1421790153064,41.8858,-119.6287,9.8,3.4,ml,USGS,nn00478221
1421788872469,41.8959,-119.6526,10.7,3,ml,USGS,nn00478214
1421760096970,36.4333333,-120.971,9.39,4.43,mw,USGS,nc72383481
1421587423010,33.3383333,-116.3316667,12.289,3.68,ml,USGS,ci37306536
1421536888840,34.9487,-113.2383,11.71,3.1,ml,USGS,usc000tgv7
1421436271824,41.9032,-119.6358,7.5,3,ml,USGS,nn00477529
1421232275040,40.3195,-124.6121667,16.159,4.28,mw,USGS,nc72381011
1421142843310,41.8921,-119.6342,9.6,3,ml,USGS,nn00476895
1421133746095,41.9058,-119.6261,7.3,3.1,ml,USGS,nn00476861
1421123467859,41.8694,-119.6372,7.6,3.6,ml,USGS,nn00476837
1421123382824,41.8791,-119.6235,9.4,3.8,ml,USGS,nn00476835
1421122432411,41.8913,-119.655,10.8,3.3,ml,USGS,nn00477560
1421122414520,41.852,-119.6876667,0.02,3.24,ml,USGS,uw60104308
1421122383346,41.9015,-119.6246,8.3,3,ml,USGS,nn00476828
1420885838565,41.8849,-119.634,9.1,3,ml,USGS,nn00476404
1420723089067,41.864,-119.6297,8.6,3,ml,USGS,nn00476014
1420703969255,41.8802,-119.6368,8.7,3.3,ml,USGS,nn00475994
1420598535416,41.8744,-119.6403,8.1,3.1,ml,USGS,nn00475803
1420559953434,38.8523,-116.173,0,3.1,ml,USGS,nn00475665
1420542230334,41.8959,-119.6459,10.4,3.4,ml,USGS,nn00475643
1420538216920,38.4395,-119.2588333,8.88,3.19,ml,USGS,nc72376166
1420500369184,41.8676,-119.6378,9.3,3,ml,USGS,nn00475559
1420472396391,41.8744,-119.6204,8.2,3.2,ml,USGS,nn00475455
1420472150158,41.8852,-119.641,9.8,3.7,ml,USGS,nn00475453
1420422441986,41.8698,-119.6366,7.9,3.7,ml,USGS,nn00475380
1420402094199,41.8825,-119.6389,10.4,3.9,ml,USGS,nn00475344
1420365403113,41.8841,-119.6294,8.9,4.1,ml,USGS,nn00481243
1420363716489,41.8986,-119.6412,11.6,3.3,ml,USGS,nn00475225
1420360353473,41.8846,-119.6399,10.3,3.1,ml,USGS,nn00475208
1420355001114,41.9069,-119.6541,5.4,3.1,ml,USGS,nn00475188
1420351423809,41.8917,-119.6472,10.1,3.4,ml,USGS,nn00475168
1420341489480,34.6173333,-118.6301667,7.821,4.25,mw,USGS,ci37301704
1420340290810,34.6101667,-118.6355,8.348,3.03,ml,USGS,ci37301696
1420296292650,39.8105,-123.4813333,8.156,3.27,mw,USGS,nc72374656
1420147095720,38.3646667,-122.6068333,7.067,3,ml,USGS,nc72373706
1420119860656,41.8576,-119.6494,9.2,3.1,ml,USGS,nn00474756
